id;is_misinfo;Tweets,,,,,,,,,,,,,
1,34361E+18;0;Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen #upyourscorona https://t.co/X8gL1RQJNo,,,,,,,,,,,,
1,39045E+18;0;Just got My 2nd dose of the Covid Vaccine -w- and I’m feeling good atm! https://t.co/Pwi6WQr5XN,,,,,,,,,,,,
1,34436E+18;0;//I’m exactly five days, I get my first dosage of the COVID-19 vaccine, then the second dosage 4 weeks after that. I’m pretty excited.,,,,,,,,,,
1,"39009E+18;0;""Incredibly grateful to have received a vaccine today. Thank you @OttawaHealth #happytears ",,,,,,,,,,,,
,,,,,,,,,,,,,
"And thank you @JimWatsonOttawa for the outfit inspiration. https://t.co/i4HLvfeGrF""",,,,,,,,,,,,,
1,37383E+18;0;how imma wake up tomorrow after this vaccine https://t.co/u3SwuJgs4X,,,,,,,,,,,,
1,3741E+18;0;Thankful for the opportunity to receive the second @Pfizer vaccine today. The light at the end of the tunnel grows brighter...#beatcovid,,,,,,,,,,,,
1,3871E+18;0;Got my second #pfizer shot this morning with @UnivHealthSA at Wonderland and I am so impressed with their whole system. Very efficient and they were all so friendly. I was in and out quickly. Thank you to all of the staff there! #SanAntonio #GetVaccinated https://t.co/2F1vcteb6T,,,,,,,,,,,,
1,34353E+18;1;And so the mass depopulation conspiracy plot thickens, or should I say becomes more real than ever.? https://t.co/ZPSvVAOqZV,,,,,,,,,,,
1,37407E+18;0;First shot of Moderna in the arm! https://t.co/pRtx2vtefA,,,,,,,,,,,,
1,38827E+18;0;COVID-19 Vaccination appointments available at CVS near CRANBERRY TOWNSHIP, PA. Sign up at https://t.co/gUj7vj0PVw. 2021/04/30 23:30:00,,,,,,,,,,,
1,"34593E+18;1;""People: """"Don't buy a new console for at least a year"," bro. Early adopters pay the price.""""",,,,,,,,,,,
,,,,,,,,,,,,,
"Also people: """"Woo! New unproven vaccine!""""""",,,,,,,,,,,,,
1,34682E+18;1;Welcome to the new Amerika where you won’t need an ID to vote but you will need proof you’ve taken an experimental vaccine to prevent a cold.,,,,,,,,,,,,
1,37328E+18;0;Neymar just got his first vaccine jab. https://t.co/VcpXZjqWqs,,,,,,,,,,,,
1,34403E+18;0;We are so grateful to be part of @_DCHealth’s first vaccine distribution to community health centers so we can keep our region’s frontline workers healthy. Looking forward to stopping the spread! #GetVaccinatedDC <U+0001F449> Learn more: https://t.co/1Den8uaoSp https://t.co/GPiGYgOkQD,,,,,,,,,,,,
1,37373E+18;0;MY VACCINE DATE GOT BUMPED IM GETTING MY FIRST SHOT ON THURSDAY!!!!,,,,,,,,,,,,
1,"38592E+18;1;""gov: We have surplus vaccines ", we can have 100k a day. ,,,,,,,,,,,
,,,,,,,,,,,,,
also gov, after eating paint for a week : we should totally use this jnj vaccine , cause the benefits of taking a potentially deadly vaccine, when there is surplus of other shots that have no risk ," out weigh the risk.""",,,,,,,,,
1,"38751E+18;0;""Just got the vaccine <U+0001F489> ",,,,,,,,,,,,
"#vaccinated #Moderna https://t.co/VM95FmXXTR""",,,,,,,,,,,,,
1,"37304E+18;0;""Did the damn thing. <U+0001F4AA> <U+0001F489> ",,,,,,,,,,,,
,,,,,,,,,,,,,
"#GetVaccinated #COVID19 #Moderna https://t.co/zY1nnETkUn""",,,,,,,,,,,,,
1,38741E+18;0;Stop. The podcast host who knows zero about healthcare and epidemiology is not going to convince a non-listener to avoid a vaccine shot. Those who hang on his every word ain't gonna change either. No need to give him more air, space, contact, or attention. #VaccinesWork,,,,,,,,,
1,"38558E+18;1;""The COVID-19 So-Called &amp;quot;Vaccine&amp;quot; Is Really A Dangerous Experimental Gene Therapy Just Say &amp;quot;No!&amp;quot; https://t.co/hu3wkgjimp""",,,,,,,,,,,,
1,38574E+18;1;This vaccine is bad, me and my family wont be using it, we pass on this killer vaccine. Very bad side effects all over the world, reports are pouring in.,,,,,,,,,
1,39042E+18;1;Hydroxychloroquine has been FDA approved since 1955. But let’s really push an untested, experimental vaccine. Makes perfect sense.,,,,,,,,,,,
1,"34181E+18;1;""I won't be @ Occupy DC but Michigan patriots could help me organise a peaceful protest to #occupyPfizer medical tyranny/bioterror @ the Pfizer bioweapons lab 7000 Portage Rd", Kalamazoo, MI 49001,,,,,,,,,,
,,,,,,,,,,,,,
" @delbigtree @jonrappoport @KassandraKitson #vaccination #vaccines #antivaxxers""",,,,,,,,,,,,,
1,39045E+18;0;Just got my second dose of pfizer!!!,,,,,,,,,,,,
1,37378E+18;0;I JUST FOUND OUT THAT IM ELIGIBLE FOR VACCINE BUT IM SCARED AND I DONT KNOW WHICH ONE TO GET,,,,,,,,,,,,
1,37407E+18;0;Got my #MRNA shot today ! Grateful to #science and #humanity coming together for this 10 second shot ! Please schedule your appointment and get the vaccine!,,,,,,,,,,,,
1,38999E+18;0;4 min til vaccine time,,,,,,,,,,,,
1,38542E+18;0;if you eat chitlins or gizzards don’t worry about what’s in the vaccine with your big nasty ass,,,,,,,,,,,,
1,38786E+18;0;I don’t want to get the vaccine bc I don’t want to become a zombie. But I also want to travel and go places #GetVaccinated #CovidVaccine #dontwanttobeazombie https://t.co/32z9BWPa6G,,,,,,,,,,,,
1,37297E+18;0;Got my first dose of the COVID-19 vaccine <U+0001F913> didn’t even feel a thing,,,,,,,,,,,,
1,"37306E+18;1;""So confused by anti-vaxx rhetoric like",,,,,,,,,,,,
,,,,,,,,,,,,,
" """"why would you take a dangerous vaccine that has been maybe"," maybe linked to a few deaths in 10 million to prevent a harmless flu that just kills 1 in 100 people?""""""",,,,,,,,,,,,
1,37156E+18;1;I'm so glad you trust an untested vaccine for a disease that came out of nowhere ( and don't try to tell me China),,,,,,,,,,,,
1,37399E+18;0;Second vaccine today  @sashnhs . Thankful for science combined with care. Great job team, thank you @AStevensonNHS,,,,,,,,,,,
1,34656E+18;0;I received my first dose of the #Moderna #Covid19 #vaccine today. It's been about 2hrs and I'm only dealing with injection site arm discomfort. Which is 100% normal. #WearAMask #StayHome #ProtectHealthCareWorkers,,,,,,,,,,,,
1,34474E+18;1;Former FEMA operative Celeste Solum on what she says is in the Gates vaccine – I say that the ‘bioweapon’ is not in fact the ‘virus’ which does not exist, but the vaccine justified by the ‘virus’ and people will have to decide what they they think – https://t.co/oUV7sZLong,,,,,,,,,,,
1,34625E+18;1;Who gave the Epstein loving, depopulation advocate, vaccine pushing BILL GATES the right to decide on behalf of every person, plant and animal on our beautiful planet, to dim OUR SUN just because he’s filthy rich and can,,,,,,,,
1,"34562E+18;1;""Why would any sane person willingly take an untested vaccine?",,,,,,,,,,,,
"sometimes... the answer is in the question""",,,,,,,,,,,,,
1,34658E+18;0;So I’ve seen that tweet where it says if you’ve dated a man in the military you shouldn’t worry about what’s in the vaccine..<U+0001F62C><U+0001F62C><U+0001F602>,,,,,,,,,,,,
1,"37409E+18;0;""#Vaccinated with Dose 1 of @pfizer yesterday.",,,,,,,,,,,,
,,,,,,,,,,,,,
"I was a bit emotional and grateful after. Can't wait to move into a post-pandemic era!""",,,,,,,,,,,,,
1,35919E+18;1;Remember When Twit says something is “potentially harmful “ they mean potentially harmful to THEIR agenda or ideology. They say the live diversity but NOT diversity of information. This was article saying it is not legally a vaccine, but gene therapy I’ll look for another way https://t.co/ND4sjujiwA,,,,,,,,,,,
1,"34697E+18;0;""Your girl got her vaccination today <U+0001F90D>",,,,,,,,,,,,
Was unsure if I should get it but I want to- I need to- start being the difference. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"If you are unsure: do your research and do it well. This is not some random vaccine this is something studied for years. https://t.co/bbLUEXKoQ6""",,,,,,,,,,,,,
1,3469E+18;0;Getting my second dose of the Covid vaccine today! https://t.co/lg7bkSRV7i,,,,,,,,,,,,
1,35923E+18;0;I just got my 2nd shot. I had some minor hair loss and a muffin top, but I cannot directly correlate it to the vaccine. https://t.co/gJlQiOA5Bl,,,,,,,,,,,
1,34219E+18;0;If you used the men’s restroom in high school then you don’t need to worry about what’s in the vaccine,,,,,,,,,,,,
1,34652E+18;0;So my second covid vaccination (Pfizer) has been postponed until 12 weeks after despite there being no research on if the second one will be as effective after this time.,,,,,,,,,,,,
1,34222E+18;0;If you exist don't worry about what's in the vaccine.,,,,,,,,,,,,
1,"38719E+18;0;""My piece for today's @RisingKashmir Debunking #vaccination myths",,,,,,,,,,,,
#CovidVaccine #COVID19 #Kashmir #CovidIndia #CoronaVaccine #AstraZeneca #Pfizer #Moderna #Covishield #GetVaccinated,,,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/KlBURGcBHp""",,,,,,,,,,,,,
1,38709E+18;1;Yet in what those victims suffered with their families. Look at who was making the millions of dollars promoting an untested vaccine... Oh Yeah Dr. Fauci and Bill Gates.. that's right... They are swimming in the dough...,,,,,,,,,,,,
1,39044E+18;1;Dr. Mengele in public health Guelph @WDGPublicHealth has quickly volunteered to start taking names of the Kinde for the experimental vaccine. Just following orders will be the answer. It’s not a defence.,,,,,,,,,,,,
1,38828E+18;0;For those that got Pfizer, how long after your 2nd shot did you start to feel side effects?????,,,,,,,,,,,
1,34621E+18;0;Guess who just got scheduled for their covid vaccine!!!!!!!!!!,,,,,,,,,,,,
1,"37173E+18;1;""Fake atheists mocked Religion on this Covid issue. Now science has come up with killer vaccine <U+0001F602>.",,,,,,,,,,,,
,,,,,,,,,,,,,
"Yesu ndiye mponyaji tosha""",,,,,,,,,,,,,
1,"39023E+18;0;""Everyone must have access to a #COVID19 vaccine. ",,,,,,,,,,,,
,,,,,,,,,,,,,
"No one is safe until everyone is safe. https://t.co/THB9ZG37Yi""",,,,,,,,,,,,,
1,38777E+18;0;If you’ve ever eaten a Kraft Single you don’t have to worry about what’s in the Covid vaccine!,,,,,,,,,,,,
1,"34432E+18;0;""We're so excited for everyone who has received the COVID vaccine! Please continue to share your photos with us. Just send to membership@wismed.org ",,,,,,,,,,,,
,,,,,,,,,,,,,
"Find COVID-19 resources at https://t.co/r9cctxl4w6 https://t.co/K2TMpDiDlI""",,,,,,,,,,,,,
1,"36075E+18;1;""In the UK there's a vaccine adverse effect rate of 1in40 which also includes DEATH...",,,,,,,,,,,,
,,,,,,,,,,,,,
The above as reported by Professor Dolores Cahill,,,,,,,,,,,,,
,,,,,,,,,,,,,
The problem is: - ,,,,,,,,,,,,,
The propaganda,,,,,,,,,,,,,
The hidden information,,,,,,,,,,,,,
The removed videos,,,,,,,,,,,,,
The 10k's of Dr. Warnings,,,,,,,,,,,,,
The untested vaccines,,,,,,,,,,,,,
"The zero liability https://t.co/lFqmLAlJoZ""",,,,,,,,,,,,,
1,34468E+18;0;my mom just got the covid vaccine :),,,,,,,,,,,,
1,3422E+18;0;If you’ve ever eaten seblak you don’t have to worry about what’s in the vaccine,,,,,,,,,,,,
1,"34355E+18;1;""#NoToVIPVaccination ",,,,,,,,,,,,
Before when the vaccines are not yet available, there’s little interest in getting vaccinated because of the unknown side-effects due to it being a “rushed vaccine”. People don’t like to be guinea pigs. Now," there’s this complaining. Gulo nyo!""",,,,,,,,,,,
1,"34665E+18;0;""If you've done drugs made in a bathtub don't worry about what is in the covid vaccine. ",,,,,,,,,,,,
"#COVID19""",,,,,,,,,,,,,
1,34225E+18;0;If you wear chequered vans don’t worry about what’s in the vaccine,,,,,,,,,,,,
1,34612E+18;0;i just got my first dose of the COVID vaccine <U+0001F973><U+0001F973>,,,,,,,,,,,,
1,"35849E+18;1;""Are you aware the 'c19 vaccine' is really an experimental biological agent that hasn't been tested to proove it does not cause infertility?",,,,,,,,,,,,
,,,,,,,,,,,,,
Do you know what the documented adverse reactions are? ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Knowledge is required for informed consent. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/iKhSAsMwGI""",,,,,,,,,,,,,
1,34614E+18;0;Just got my first dose of the Pfizer vaccine for COVID-19!,,,,,,,,,,,,
1,"38793E+18;1;""Take a look at our study and the performance data that will help increase your confidence and security of supply for gene therapy and vaccine research.",,,,,,,,,,,,
"https://t.co/Piw2yIZgUg https://t.co/cc2SKhudTw""",,,,,,,,,,,,,
1,"37211E+18;1;""#DrBossche Warning from Dr. Bossche...",,,,,,,,,,,,
#coronavirus #covid19 #depopulation #extermination #superstrains #vaccine #VaccinesCOVID19 ,,,,,,,,,,,,,
"https://t.co/YGaxe7XENK""",,,,,,,,,,,,,
1,38539E+18;1;#COVID19 People who get the “vaccine” #vaccines should wear a mask so the people who don’t have the “vaccine” don’t get Covid from “vaccinated” people. Going back to normal doesn’t mean getting gene therapy. If you don’t want the “vaccine” it’s nobody’s business.,,,,,,,,,,,,
1,"38639E+18;1;""Does anyone have more info of the """"verbiage"""" of the law being changed for the definition of a VACCINE?",,,,,,,,,,,,
,,,,,,,,,,,,,
"Specifically to include """"experimental gene therapy"""" as a vaccine.",,,,,,,,,,,,,
,,,,,,,,,,,,,
"@ashkaur @gbdeclaration @dockaurG @MichaelPSenger @dockaurG  @OzraeliAvi""",,,,,,,,,,,,,
1,"34462E+18;1;""People never shamed me into getting a flu shot over “herd immunity” and they won’t shame me into getting this rushed vaccine either. ",,,,,,,,,,,,
,,,,,,,,,,,,,
"It’s all about control for weak and underachieving losers - it’s not about a virus.""",,,,,,,,,,,,,
1,"34679E+18;1;""#CovidHOAX #Pharmageddon #Depopulation",,,,,,,,,,,,
,,,,,,,,,,,,,
Do you need more proof the C0vid19 v4ccine is a depopulation programme?,,,,,,,,,,,,,
,,,,,,,,,,,,,
Investigation launched as 2 people die in Norway nursing home days after receiving Pfizer’s Covid-19 vaccine,,,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/aldnDSJY2O""",,,,,,,,,,,,,
1,"35871E+18;1;""NEVER speak about the """"vaccines"""" without adding EXPERIMENTAL at the start", as that is exactly what it is," and more to the point gene therapy as opposed to """"vaccine""""!! #thismorning #COVID19 #vaccine""",,,,,,,,,,
1,"38753E+18;0;""Got #vaccinated after registering with close to 50 pharmacies. Only one got back. Thankful to @JoeBiden for the #AstraZeneca. ",,,,,,,,,,,,
"#WashYourHands #COVID19BC #cdnpoli #WearAMask""",,,,,,,,,,,,,
1,"37326E+18;1;""USING HERD IMMUNITY EXCUSE TO FORCE GENE THERAPY DARK AGES VOODOO VACCINE ON KIDS",,,,,,,,,,,,
"https://t.co/aWZrbAclHG""",,,,,,,,,,,,,
1,37382E+18;0;Put the sleepy time tea folks on the vaccine research. This stuff is strong,,,,,,,,,,,,
1,34463E+18;1;This bitch just tried to compare my piercings n tattoos to a toxic vaccine.....lord help the youth,,,,,,,,,,,,
1,3867E+18;0;If you've ever smoked w**d out of a pop can, don't worry about what is in the vaccine,,,,,,,,,,,
1,"38714E+18;1;""<U+0001F60F>Don't wear a face diaper ",,,,,,,,,,,,
Don't take the depopulation vaccine ,,,,,,,,,,,,,
Don't comply to satanic deep state agendas! PERIOD!,,,,,,,,,,,,,
"you have the power WE THE PEOPLE<U+0001F64F><U+0001F60E>""",,,,,,,,,,,,,
1,38623E+18;0;If you’ve ever benefited from science you don’t have to worry about what’s in the vaccine,,,,,,,,,,,,
1,34671E+18;0;if u used the public water slide at warped tour don’t worry about what’s in the vaccine,,,,,,,,,,,,
1,"38823E+18;0;""If you’ve ever used the bathroom at the Ocean Mist you don’t need to worry about what’s in the vaccine. ",,,,,,,,,,,,
,,,,,,,,,,,,,
"#RIProbz""",,,,,,,,,,,,,
1,"3469E+18;0;""I'm tired of these vaccine conspiracies. If they really wanted to """"test out the side effects"""" they wouldn't have given politicians and health care workers first dibs. They would have tested it on low income neighborhoods""",,,,,,,,,,,,
1,34478E+18;0;I got my shot today and am excited to give the covid-19 vaccine to others starting Monday. #MGH #stopthespread https://t.co/yAxMXFwIxL,,,,,,,,,,,,
1,34616E+18;0;Just got my 2nd dose of the Vaccine, I can’t wait till outside open back up #GetVaccinated #CoronaVaccine,,,,,,,,,,,
1,"38768E+18;0;""Moderna no. 2 in my arm!",,,,,,,,,,,,
"#vaccinatedAF https://t.co/SyOSpLVvcQ""",,,,,,,,,,,,,
1,37305E+18;0;Not sure herd immunity s attainable. Thanks, Trumpty Dumpty. #BecauseTrump #TrumpFlu #GetVaccinated https://t.co/lbJ0qDv8j0,,,,,,,,,,,
1,"34369E+18;0;""Covid Vaccine:",,,,,,,,,,,,
Around 2 pm today(12/28)," I was able to receive my first dose of the Moderna covid19 vaccine. I'll update this over the next few days with how it continues to go.""",,,,,,,,,,,,
1,39031E+18;0;grateful for the ability to get the covid vaccine as friends and so many strangers are suffering from COVID in India, Brazil and elsewhere. Also very complicated emotions knowing that my good fortune is partly the result of my govt hoarding vaccines, patent protections, etc.,,,,,,,,,
1,34696E+18;0;Ugh the 2nd covid vaccine actually hurt,,,,,,,,,,,,
1,34334E+18;1;i’m not takin a rushed vaccine. where’s the cure for cancer ? exactly, it’s still being worked on. gonn work on that covid vaccine a lil longer,,,,,,,,,,,
